"","DOB","DateMeasured","Age_days","Age_weeks","Age_category","Population","Generation","Line","Mouse_ID","Sex","Environment","Body_Weight_g","Tail_Length_mm","PopEnv"
"611","8/19/18","10/4/18",46,6.57,"na","New York","N12","SARB","82x81_NY12","Male","Cold",20.18,72,"New York - Cold"
"612","8/19/18","10/4/18",46,6.57,"na","New York","N12","SARB","82x81_NY13","Female","Warm",15.95,67,"New York - Warm"
"613","8/19/18","10/4/18",46,6.57,"na","New York","N12","SARB","82x81_NY15","Female","Cold",16.42,67.5,"New York - Cold"
"614","8/19/18","10/4/18",46,6.57,"na","New York","N12","SARB","82x81_NY17","Female","Warm",15.23,68.5,"New York - Warm"
"615","8/19/18","10/12/18",54,7.71,"na","New York","N12","SARB","82x81_NY9","Female","Cold",14.69,62,"New York - Cold"
"616","8/19/18","10/12/18",54,7.71,"na","New York","N12","SARB","82x81_NY11","Female","Cold",18.09,69,"New York - Cold"
"617","8/19/18","10/12/18",54,7.71,"na","New York","N12","SARB","82x81_NY12","Male","Cold",20.5,72.5,"New York - Cold"
"618","8/19/18","10/12/18",54,7.71,"na","New York","N12","SARB","82x81_NY13","Female","Warm",16.26,68,"New York - Warm"
"619","8/19/18","10/12/18",54,7.71,"na","New York","N12","SARB","82x81_NY15","Female","Cold",16.68,69,"New York - Cold"
"620","8/19/18","10/12/18",54,7.71,"na","New York","N12","SARB","82x81_NY17","Female","Warm",15.99,68.5,"New York - Warm"
"621","8/19/18","10/19/18",61,8.71,"na","New York","N12","SARB","82x81_NY9","Female","Cold",15.85,63.5,"New York - Cold"
"622","8/19/18","10/19/18",61,8.71,"na","New York","N12","SARB","82x81_NY11","Female","Cold",18.89,71.5,"New York - Cold"
"623","8/19/18","10/19/18",61,8.71,"na","New York","N12","SARB","82x81_NY12","Male","Cold",21.68,74.5,"New York - Cold"
"624","8/19/18","10/19/18",61,8.71,"na","New York","N12","SARB","82x81_NY13","Female","Warm",16.52,69,"New York - Warm"
"625","8/19/18","10/19/18",61,8.71,"na","New York","N12","SARB","82x81_NY15","Female","Cold",17.71,70,"New York - Cold"
"626","8/19/18","10/19/18",61,8.71,"na","New York","N12","SARB","82x81_NY17","Female","Warm",16.62,69,"New York - Warm"
"627","6/10/18","7/5/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY1","Female","Cold",13.63,61,"New York - Cold"
"628","6/10/18","7/5/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY2","Male","Warm",12.1,62.5,"New York - Warm"
"629","6/10/18","7/5/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY4","Male","Cold",12.36,61.5,"New York - Cold"
"630","6/10/18","7/5/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY6","Male","Cold",12.56,63,"New York - Cold"
"631","6/10/18","7/5/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY8","Male","Warm",12.64,62.5,"New York - Warm"
"632","6/10/18","7/5/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY10","Male","Warm",13.15,62.5,"New York - Warm"
"633","7/7/18","8/1/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY3","Female","Warm",13.7,61,"New York - Warm"
"634","7/7/18","8/1/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY5","Female","Cold",12.65,58.5,"New York - Cold"
"635","7/7/18","8/1/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY7","Female","Warm",13.17,60,"New York - Warm"
"636","8/19/18","9/13/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY9","Female","Cold",10.37,57,"New York - Cold"
"637","8/19/18","9/13/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY11","Female","Cold",13.06,62,"New York - Cold"
"638","8/19/18","9/13/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY12","Male","Cold",13.68,63.5,"New York - Cold"
"639","8/19/18","9/13/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY13","Female","Warm",11.56,61,"New York - Warm"
"640","8/19/18","9/13/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY15","Female","Cold",11.78,62,"New York - Cold"
"641","8/19/18","9/13/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY17","Female","Warm",11.44,60.5,"New York - Warm"
"642","6/10/18","7/1/18",21,3,"weaning","New York","N12","SARB","82x81_NY1","Female","Cold",11.34,58,"New York - Cold"
"643","6/10/18","7/1/18",21,3,"weaning","New York","N12","SARB","82x81_NY2","Male","Warm",10.02,53,"New York - Warm"
"644","6/10/18","7/1/18",21,3,"weaning","New York","N12","SARB","82x81_NY4","Male","Cold",9.89,56,"New York - Cold"
"645","6/10/18","7/1/18",21,3,"weaning","New York","N12","SARB","82x81_NY6","Male","Cold",10.38,56,"New York - Cold"
"646","6/10/18","7/1/18",21,3,"weaning","New York","N12","SARB","82x81_NY8","Male","Warm",10.61,56,"New York - Warm"
"647","6/10/18","7/1/18",21,3,"weaning","New York","N12","SARB","82x81_NY10","Male","Warm",10.18,56,"New York - Warm"
"648","7/7/18","7/27/18",20,2.86,"weaning","New York","N12","SARB","82x81_NY3","Female","Warm",10.88,57,"New York - Warm"
"649","7/7/18","7/27/18",20,2.86,"weaning","New York","N12","SARB","82x81_NY5","Female","Cold",10.87,55,"New York - Cold"
"650","7/7/18","7/27/18",20,2.86,"weaning","New York","N12","SARB","82x81_NY7","Female","Warm",10.63,55.5,"New York - Warm"
"651","8/19/18","9/10/18",22,3.14,"weaning","New York","N12","SARB","82x81_NY9","Female","Cold",10.13,56.5,"New York - Cold"
"652","8/19/18","9/10/18",22,3.14,"weaning","New York","N12","SARB","82x81_NY11","Female","Cold",12.06,60.5,"New York - Cold"
"653","8/19/18","9/10/18",22,3.14,"weaning","New York","N12","SARB","82x81_NY12","Male","Cold",12.83,62,"New York - Cold"
"654","8/19/18","9/10/18",22,3.14,"weaning","New York","N12","SARB","82x81_NY13","Female","Warm",11.04,59,"New York - Warm"
"655","8/19/18","9/10/18",22,3.14,"weaning","New York","N12","SARB","82x81_NY15","Female","Cold",11.56,60.5,"New York - Cold"
"656","8/19/18","9/10/18",22,3.14,"weaning","New York","N12","SARB","82x81_NY17","Female","Warm",11.59,59,"New York - Warm"
